operationId,path,verb,description,resource,originalResourceName,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
AssociateFirewallRuleGroup,/#X-Amz-Target=Route53Resolver.AssociateFirewallRuleGroup,POST,"Associates a FirewallRuleGroup with a VPC, to p...",,firewall_rule_groups,associate_firewall_rule_group,exec,,,,,
AssociateResolverEndpointIpAddress,/#X-Amz-Target=Route53Resolver.AssociateResolverEndpointIpAddress,POST,Adds IP addresses to an inbound or an outbound ...,,resolver_endpoint_ip_address,associate_resolver_endpoint_ip_address,exec,,,,,
AssociateResolverQueryLogConfig,/#X-Amz-Target=Route53Resolver.AssociateResolverQueryLogConfig,POST,Associates an Amazon VPC with a specified query...,,resolver_query_log_configs,associate_resolver_query_log_config,exec,,,,,
AssociateResolverRule,/#X-Amz-Target=Route53Resolver.AssociateResolverRule,POST,Associates a Resolver rule with a VPC. When you...,,resolver_rules,associate_resolver_rule,exec,,,,,
CreateFirewallDomainList,/#X-Amz-Target=Route53Resolver.CreateFirewallDomainList,POST,Creates an empty firewall domain list for use i...,,firewall_domain_lists,create_firewall_domain_list,insert,,,,,
CreateFirewallRule,/#X-Amz-Target=Route53Resolver.CreateFirewallRule,POST,Creates a single DNS Firewall rule in the speci...,,firewall_rules,create_firewall_rule,insert,,,,,
CreateFirewallRuleGroup,/#X-Amz-Target=Route53Resolver.CreateFirewallRuleGroup,POST,Creates an empty DNS Firewall rule group for fi...,,firewall_rule_groups,create_firewall_rule_group,insert,,,,,
CreateOutpostResolver,/#X-Amz-Target=Route53Resolver.CreateOutpostResolver,POST,Creates a Route 53 Resolver on an Outpost.,,outpost_resolvers,create_outpost_resolver,insert,,,,,
CreateResolverEndpoint,/#X-Amz-Target=Route53Resolver.CreateResolverEndpoint,POST,Creates a Resolver endpoint. There are two type...,,resolver_endpoints,create_resolver_endpoint,insert,,,,,
CreateResolverQueryLogConfig,/#X-Amz-Target=Route53Resolver.CreateResolverQueryLogConfig,POST,"Creates a Resolver query logging configuration,...",,resolver_query_log_configs,create_resolver_query_log_config,insert,,,,,
CreateResolverRule,/#X-Amz-Target=Route53Resolver.CreateResolverRule,POST,"For DNS queries that originate in your VPCs, sp...",,resolver_rules,create_resolver_rule,insert,,,,,
DeleteFirewallDomainList,/#X-Amz-Target=Route53Resolver.DeleteFirewallDomainList,POST,Deletes the specified domain list.,,firewall_domain_lists,delete_firewall_domain_list,delete,,,,,
DeleteFirewallRule,/#X-Amz-Target=Route53Resolver.DeleteFirewallRule,POST,Deletes the specified firewall rule.,,firewall_rules,delete_firewall_rule,delete,,,,,
DeleteFirewallRuleGroup,/#X-Amz-Target=Route53Resolver.DeleteFirewallRuleGroup,POST,Deletes the specified firewall rule group.,,firewall_rule_groups,delete_firewall_rule_group,delete,,,,,
DeleteOutpostResolver,/#X-Amz-Target=Route53Resolver.DeleteOutpostResolver,POST,Deletes a Resolver on the Outpost.,,outpost_resolvers,delete_outpost_resolver,delete,,,,,
DeleteResolverEndpoint,/#X-Amz-Target=Route53Resolver.DeleteResolverEndpoint,POST,Deletes a Resolver endpoint. The effect of dele...,,resolver_endpoints,delete_resolver_endpoint,delete,,,,,
